sample_id;timestamp;temp;power;load;freq
0;0.01;64;2.778;0.20000000000000001;2000
1;0.021000000000000001;64;2.1419999999999999;0.36363636363636365;2000
2;0.031;64.5;1.958;0;2000
3;0.041000000000000002;64;2.8810000000000002;0;2000
4;0.051999999999999998;64;3.8605;0;2000
5;0.062;65.5;4.6265000000000001;0;2000
6;0.071999999999999995;67.5;4.5810000000000004;0;2000
7;0.082000000000000003;68;4.6039999999999992;0;2000
8;0.092999999999999999;69;4.6050000000000004;0;2000
9;0.10299999999999999;69.5;4.6369999999999996;0;2000
10;0.113;70;4.6260000000000003;0;2000
11;0.123;70;4.641;0;2000
12;0.13300000000000001;71;4.6604999999999999;0;2000
13;0.14399999999999999;71;4.6080000000000005;0;2000
14;0.154;71.5;4.641;0;2000
15;0.16400000000000001;72;4.6349999999999998;0;2000
16;0.17399999999999999;72;4.6635;0;2000
17;0.185;72.5;4.6624999999999996;0;2000
18;0.19500000000000001;73;4.6884999999999994;0;2000
19;0.20499999999999999;73;4.6829999999999998;0;2000
20;0.215;73;4.6779999999999999;0;2000
21;0.22500000000000001;73;4.6740000000000004;0;2000
22;0.23599999999999999;74;4.6600000000000001;0;2000
23;0.246;74;4.6899999999999995;0;2000
24;0.25600000000000001;74;4.6760000000000002;0;2000
25;0.26600000000000001;74;4.7095000000000002;0;2000
26;0.27700000000000002;74;4.7065000000000001;0;2000
27;0.28699999999999998;74;4.7085000000000008;0;2000
28;0.29699999999999999;75;4.7220000000000004;0;2000
29;0.307;75;4.7145000000000001;0;2000
30;0.317;75;4.7015000000000002;0;2000
31;0.32800000000000001;75;4.6980000000000004;0.090909090909090912;2000
32;0.33800000000000002;75;4.7065000000000001;0;2000
33;0.34799999999999998;75;4.7270000000000003;0;2000
34;0.35799999999999998;75;4.7199999999999998;0;2000
35;0.36899999999999999;76;4.7275;0;2000
36;0.379;76;4.7294999999999998;0;2000
37;0.38900000000000001;76;4.7009999999999996;0;2000
38;0.39900000000000002;76;4.7095000000000002;0;2000
39;0.40999999999999998;76;4.734;0;2000
40;0.41999999999999998;76;4.7155000000000005;0;2000
41;0.42999999999999999;76;4.7379999999999995;0;2000
42;0.44;76;4.7320000000000002;0;2000
43;0.45100000000000001;76.5;4.7405000000000008;0;2000
44;0.46100000000000002;77;4.7484999999999999;0;2000
45;0.47099999999999997;77;4.7405000000000008;0;2000
46;0.48099999999999998;77;4.7185000000000006;0;2000
47;0.49099999999999999;77;4.7170000000000005;0;2000
48;0.502;77;4.7345000000000006;0;2000
49;0.51200000000000001;77;4.7394999999999996;0;2000
50;0.52200000000000002;77;4.7490000000000006;0;2000
51;0.53200000000000003;77;4.7639999999999993;0;2000
52;0.54300000000000004;77;4.7569999999999997;0;2000
53;0.55300000000000005;77;4.7454999999999998;0;2000
54;0.56299999999999994;78;4.7350000000000003;0;2000
55;0.57299999999999995;78;4.7460000000000004;0;2000
56;0.58299999999999996;78;4.7415000000000003;0;2000
57;0.59399999999999997;78;4.7624999999999993;0;2000
58;0.60399999999999998;78;4.7755000000000001;0;2000
59;0.61399999999999999;78;4.7814999999999994;0;2000
60;0.624;78;4.7839999999999998;0;2000
61;0.63500000000000001;78;4.7784999999999993;0;2000
62;0.64500000000000002;78;4.7409999999999997;0;2000
63;0.65500000000000003;78;4.7370000000000001;0;2000
64;0.66500000000000004;78;4.7699999999999996;0;2000
65;0.67600000000000005;78.5;4.7769999999999992;0;2000
66;0.68600000000000005;79;4.7725;0;2000
67;0.69599999999999995;79;4.7969999999999997;0;2000
68;0.70599999999999996;79;4.8025000000000002;0;2000
69;0.71599999999999997;79;4.7934999999999999;0;2000
70;0.72699999999999998;79;4.7599999999999998;0;2000
71;0.73699999999999999;79;4.7645;0;2000
72;0.747;79;4.7569999999999997;0;2000
73;0.75700000000000001;79;4.7844999999999995;0;2000
74;0.76800000000000002;79;4.7925000000000004;0;2000
75;0.77800000000000002;79;4.798;0;2000
76;0.78800000000000003;79;4.7855000000000008;0;2000
77;0.79800000000000004;79;4.7940000000000005;0;2000
78;0.80800000000000005;79;4.7835000000000001;0;2000
79;0.81899999999999995;79.5;4.7794999999999996;0.090909090909090912;2000
80;0.82899999999999996;80;4.7750000000000004;0;2000
81;0.83899999999999997;80;4.8040000000000003;0;2000
82;0.84899999999999998;80;4.7999999999999998;0;2000
83;0.85999999999999999;80;4.8025000000000002;0;2000
84;0.87;80;4.8140000000000001;0;2000
85;0.88;80;4.8070000000000004;0;2000
86;0.89000000000000001;80;4.7620000000000005;0;2000
87;0.90000000000000002;80;4.7755000000000001;0;2000
88;0.91100000000000003;80;4.8064999999999998;0.090909090909090912;2000
89;0.92100000000000004;80;4.7844999999999995;0;2000
90;0.93100000000000005;80;4.8160000000000007;0;2000
91;0.94099999999999995;80;4.8279999999999994;0;2000
92;0.95199999999999996;80;4.8234999999999992;0;2000
93;0.96199999999999997;80;4.8125;0;2000
94;0.97199999999999998;80.5;4.8034999999999997;0;2000
95;0.98199999999999998;81;4.7789999999999999;0;2000
96;0.99299999999999999;81;4.79;0;2000
97;1.0029999999999999;81;4.8045;0;2000
98;1.0129999999999999;81;4.827;0;2000
99;1.0229999999999999;81;4.806;0;2000
100;1.0329999999999999;81;4.8384999999999998;0;2000
101;1.044;81;4.8465000000000007;0;2000
102;1.054;81;4.8034999999999997;0;2000
103;1.0640000000000001;81;4.8025000000000002;0;2000
104;1.0740000000000001;81;4.8085000000000004;0;2000
105;1.085;81;4.7970000000000006;0;2000
106;1.095;81;4.827;0;2000
107;1.105;81;4.8425000000000002;0;2000
108;1.115;81;4.8220000000000001;0;2000
109;1.125;81;4.8155000000000001;0;2000
110;1.1359999999999999;81;4.8205;0.090909090909090912;2000
111;1.1459999999999999;81;4.8109999999999999;0;2000
112;1.1559999999999999;81.5;4.8164999999999996;0;2000
113;1.1659999999999999;82;4.8300000000000001;0;2000
114;1.177;82;4.8320000000000007;0;2000
115;1.1870000000000001;82;4.8205;0;2000
116;1.1970000000000001;82;4.8420000000000005;0;2000
117;1.2070000000000001;82;4.8449999999999998;0;2000
118;1.2170000000000001;82;4.8099999999999996;0;2000
119;1.228;82;4.8159999999999998;0;2000
120;1.238;82;4.8309999999999995;0;2000
121;1.248;82;4.8380000000000001;0;2000
122;1.258;82;4.8064999999999998;0;2000
123;1.2689999999999999;82;4.8565000000000005;0;2000
124;1.2789999999999999;82;4.8574999999999999;0;2000
125;1.2889999999999999;82;4.8650000000000002;0;2000
126;1.2989999999999999;82;4.8599999999999994;0;2000
127;1.3100000000000001;82;4.8410000000000002;0;2000
128;1.3200000000000001;82;4.8220000000000001;0;2000
129;1.3300000000000001;82;4.8330000000000002;0;2000
130;1.3400000000000001;82;4.8479999999999999;0;2000
131;1.351;82.5;4.8554999999999993;0;2000
132;1.361;83;4.8550000000000004;0;2000
