sample_id;timestamp;temp;power;load;freq
0;0.010999999999999999;63;2.621;0.18181818181818182;2000
1;0.021000000000000001;63;2.0179999999999998;0.40000000000000002;2000
2;0.032000000000000001;63;2.395;0.36363636363636365;2000
3;0.042000000000000003;63.5;2.4510000000000001;1;2000
4;0.051999999999999998;63;3.6859999999999999;1;2000
5;0.062;65.5;4.5834999999999999;1;2000
6;0.072999999999999995;66.5;4.6139999999999999;1;2000
7;0.083000000000000004;67;4.5994999999999999;1;2000
8;0.092999999999999999;68;4.6025;1;2000
9;0.10299999999999999;69;4.6285000000000007;1;2000
10;0.113;69;4.6369999999999996;1;2000
11;0.124;69.5;4.6185;1;2000
12;0.13400000000000001;70;4.6310000000000002;1;2000
13;0.14399999999999999;70.5;4.6444999999999999;1;2000
14;0.154;71;4.6619999999999999;1;2000
15;0.16500000000000001;71;4.6665000000000001;1;2000
16;0.17499999999999999;71;4.6734999999999998;1;2000
17;0.185;72;4.6449999999999996;1;2000
18;0.19500000000000001;72;4.6434999999999995;1;2000
19;0.20599999999999999;72;4.6715;1;2000
20;0.216;72;4.6764999999999999;1;2000
21;0.22600000000000001;72.5;4.657;1;2000
22;0.23599999999999999;73;4.6955;1;2000
23;0.246;73;4.7119999999999997;1;2000
24;0.25700000000000001;73;4.7050000000000001;1;2000
25;0.26700000000000002;73;4.7065000000000001;1;2000
26;0.27700000000000002;73;4.7089999999999996;1;2000
27;0.28699999999999998;73.5;4.6745000000000001;1;2000
28;0.29799999999999999;74;4.6699999999999999;1;2000
29;0.308;74;4.7014999999999993;1;2000
30;0.318;74;4.7155000000000005;1;2000
31;0.32800000000000001;74;4.702;1;2000
32;0.33800000000000002;74;4.7234999999999996;1;2000
33;0.34899999999999998;74;4.7539999999999996;1;2000
34;0.35899999999999999;75;4.7069999999999999;1;2000
35;0.36899999999999999;75;4.7160000000000002;1;2000
36;0.379;75;4.71;1;2000
37;0.38900000000000001;75;4.6900000000000004;1;2000
